"","name","author","license","version","n.depends","n.imports","n.suggests","n.Rfiles","mean.length.Rfiles","median.length.Rfiles","sd.length.Rfiles","min.length.Rfiles","max.length.Rfiles","sum.length.Rfiles","mean.length.funs","sd.length.funs","min.length.funs","max.length.funs","mean.param.funs","sd.param.funs","min.param.funs","max.param.funs","prop.exported.funs","n.exported.funs","n.all.funs","prop.underscore.exp","prop.underscore.all","prop.cc.exp","prop.cc.all"
"84","memoise","Hadley Wickham <h.wickham@gmail.com>","MIT","x.x","0","1","0","2","39","39","15.556349186104","28","50","78","13.6666666666667","2.3094010767585","11","15","1","0","1","1","0.75","3","4","0","0.25","0","0"
"85","mice","Stef van Buuren and Karin Groothuis-Oudshoorn, with
contributions from Alexander Robitzsch, Gerko Vink and Lisa
Doove","GPL-2 | GPL-3","x.x","4","2","8","82","93.1829268292683","70.5","82.0554055589964","11","523","7641","33.7818181818182","45.8098691085677","4","299","3.89090909090909","2.85885710959187","0","15","0.578947368421053","55","95","0","0","0.0181818181818182","0.0315789473684211"
"86","microbenchmark","Olaf Mersmann <olafm@p-value.net>","BSD","x.x-x","0","1","1","7","62.5714285714286","45","45.9958590268629","20","129","438","18.6666666666667","13.5030860670194","5","32","3.66666666666667","1.52752523165195","2","5","0.3","3","10","0.333333333333333","0.4","0","0"
"87","mnormt","Fortran code by Alan Genz, R code by Adelchi Azzalini","GPL-2","x.x-x","1","0","0","1","234","234",NA,"234","234","234","28.4","20.1284762353129","4","61","4.8","1.61932770686548","3","8","0.833333333333333","10","12","0","0","0","0"
"88","msm","Christopher Jackson <chris.jackson@mrc-bsu.cam.ac.uk>","GPL (>= 2)","x.x.x","0","2","2","9","605.333333333333","328","569.650331343711","133","1614","5448","35.3088235294118","64.3519375099291","4","415","5.83823529411765","5.5921327843801","1","37","0.407185628742515","68","167","0","0","0.25","0.11377245508982"
"89","multcomp","Torsten Hothorn [aut, cre], Frank Bretz [aut], Peter Westfall
[aut], Richard M. Heiberger [ctb], Andre Schuetzenmeister [ctb]","GPL-2","x.x-x","4","0","12","12","165.333333333333","138","115.678499089136","36","371","1984","23.7692307692308","39.9586324552318","2","140","1.92307692307692","1.4978617237882","0","5","0.156626506024096","13","83","0.153846153846154","0.072289156626506","0.0769230769230769","0.0602409638554217"
"90","mvtnorm","Alan Genz, Frank Bretz, Tetsuhisa Miwa, Xuefei Mi, Friedrich
Leisch, Fabian Scheipl, Bjoern Bornkamp, Torsten Hothorn","GPL-2","x.x-x","1","1","0","3","221","76","282.001773044071","41","546","663","34","24.3474844696531","6","73","5.45454545454545","3.01209682326569","1","10","0.55","11","20","0","0.05","0","0.15"
"91","nlme","José Pinheiro [aut] (S version), Douglas Bates [aut] (up to
2007), Saikat DebRoy [ctb] (up to 2002), Deepayan Sarkar [ctb]
(up to 2005), EISPACK authors [ctb], R-core [aut, cre]","GPL (>= 2)","x.x-x","4","1","2","19","921","658","856.313026877438","42","2973","17499","35.0186915887851","93.739903235758","3","787","4.7196261682243","3.91367797993518","1","19","0.199255121042831","107","537","0","0.00186219739292365","0.719626168224299","0.7243947858473"
"92","nnet","Brian Ripley <ripley@stats.ox.ac.uk>.","GPL-2 | GPL-3","x.x-x","3","0","1","4","226.75","217","230.256921720065","4","469","907","52.5714285714286","59.396568764133","3","160","6.57142857142857","6.94879228972303","1","20","0.233333333333333","7","30","0","0","0.142857142857143","0.133333333333333"
"93","pander","Gergely Daróczi <daroczig@rapporter.net>","AGPL-3","x.x.x","1","2","3","9","392","331","375.072659627438","26","1108","3528","25.3018867924528","70.7896626812517","0","400","2.45283018867925","4.10237284871089","0","28","0.619047619047619","53","84","0","0.0119047619047619","0.0754716981132075","0.0476190476190476"
"94","plotrix","Jim Lemon, Ben Bolker, Sander Oom, Eduardo Klein, Barry
Rowlingson, Hadley Wickham, Anupam Tyagi, Olivier Eterradossi,
Gabor Grothendieck, Michael Toews, John Kane, Rolf Turner, Carl
Witthoft, Julian Stander, Thomas Petzoldt, Remko Duursma, Elisa
Biancotto, Ofir Levy, Christophe Dutang, Peter Solymos, Robby
Engelmann, Michael Hecker, Felix Steinbeck, Hans Borchers,
Henrik Singmann,Ted Toal","GPL (>= 2)","x.x-x","0","0","0","105","65.8761904761905","54","50.9216395058463","3","285","6917","49.8085106382979","41.5014483213051","2","198","9.97163120567376","7.27121846972348","1","37","0.965753424657534","141","146","0.00709219858156028","0.0205479452054795","0.191489361702128","0.191780821917808"
"95","plyr","Hadley Wickham <h.wickham@gmail.com>","MIT","x.x","1","0","7","67","53.0746268656716","42","39.5264826578087","11","203","3556","12.986301369863","10.9500039963018","2","65","3.68493150684932","2.99479507891408","0","10","0.521428571428571","73","140","0.273972602739726","0.357142857142857","0","0.0142857142857143"
"96","productplots","Hadley Wickham <h.wickham@gmail.com>","GPL-2","x.x","2","0","2","13","54","50","29.020107971313","8","111","702","11.2173913043478","9.05516689138472","0","43","2.30434782608696","2.07659648570127","0","8","0.5","23","42","0.391304347826087","0.285714285714286","0","0.0238095238095238"
"97","profr","Hadley Wickham <h.wickham@gmail.com>","MIT","x.x","0","1","1","3","68.3333333333333","60","18.0092568789868","56","89","205","8.6","8.35463942968217","0","19","1.8","1.78885438199983","0","4","0.375","5","8","0.6","0.375","0","0"
"98","proto","Louis Kates, Thomas Petzoldt","GPL-2","x.x-x","0","0","2","2","73.5","73.5","26.1629509039023","55","92","147","10.9230769230769","8.29117541387165","2","24","2.92307692307692","1.75411603861406","1","7","1","13","13","0","0","0.0769230769230769","0.0769230769230769"
"99","quadprog","S original by Berwin A. Turlach <Berwin.Turlach@gmail.com> R
port by Andreas Weingessel <Andreas.Weingessel@ci.tuwien.ac.at>","GPL (>= 2)","x.x-x","1","0","0","1","139","139",NA,"139","139","139","39","2.82842712474619","37","41","6.5","0.707106781186548","6","7","1","2","2","0","0","0","0"
"100","randomForest","Fortran original by Leo Breiman and Adele Cutler, R port by
Andy Liaw and Matthew Wiener.","GPL (>= 2)","x.x-x","2","0","2","24","67.8333333333333","40","104.581845072845","3","476","1628","25.9444444444444","37.9046361004627","2","147","3.38888888888889","2.74695315467646","0","10","0.45","18","40","0","0","0.5","0.55"
"101","rbenchmark","Wacek Kusnierczyk <waku@idi.ntnu.no>","GPL (>= 2)","x.x.x","0","0","0","1","45","45",NA,"45","45","45","44",NA,"44","44","6",NA,"6","6","1","1","1","0","0","0","0"
"102","RColorBrewer","Erich Neuwirth <erich.neuwirth@univie.ac.at>","Apache License 2.0","x.x-x","1","0","0","1","980","980",NA,"980","980","980","190.75","326.997833835843","0","680","2","1.63299316185545","0","4","1","4","3","0","0","0","0"
"103","Rcpp","Dirk Eddelbuettel and Romain Francois, with contributions by
Douglas Bates, John Chambers and JJ Allaire","GPL (>= 2)","x.x.x","1","1","3","19","134.842105263158","59","199.216873213841","20","851","2562","62.6666666666667","60.7814194666508","4","212","4.6","3.77586319364763","1","15","0.147727272727273","15","88","0","0.193181818181818","0.533333333333333","0.261363636363636"
"104","RcppArmadillo","Romain Francois, Dirk Eddelbuettel and Doug Bates","GPL (>= 2)","x.x.x.x","2","0","2","7","54","24","51.5008090551336","21","137","378","29","44.1927595879687","2","80","4","3.46410161513775","2","8","0.2","3","15","0","0.0666666666666667","0.666666666666667","0.6"
"105","RcppClassicExamples","Dirk Eddelbuettel and Romain Francois, based on code written
during 2005 and 2006 by Dominick Samperi","GPL (>= 2)","x.x.x","3","0","1","6","48.5","34","37.3831512850375","29","124","291","16.4285714285714","20.1317091744768","5","61","2.42857142857143","2.93582145558064","1","9","1","7","7","0","0","0.142857142857143","0.142857142857143"
"106","RcppEigen","Douglas Bates, Romain Francois and Dirk Eddelbuettel","GPL (>= 2)","other","3","1","3","6","55.8333333333333","25.5","48.9710799009647","22","121","335","29","44.1927595879687","2","80","4.33333333333333","3.21455025366432","2","8","0.214285714285714","3","14","0","0.0714285714285714","0.666666666666667","0.642857142857143"
"107","RCurl","Duncan Temple Lang","BSD","other","3","1","2","29","104.379310344828","48","128.664406720158","1","572","3027","13.1547619047619","18.281924740896","0","128","2.44047619047619","2.694712316613","0","10","0.598039215686274","84","102","0.226190476190476","0","0.571428571428571","0.715686274509804"
"108","Rd2roxygen","Hadley Wickham and Yihui Xie","GPL","x.x","0","2","1","4","118","105.5","93.3273807625608","30","231","472","40.5714285714286","28.1298011775006","8","88","4.14285714285714","3.38765264987284","1","9","0.538461538461538","7","13","0.714285714285714","0.615384615384615","0","0"
"109","reports","Tyler Rinker","GPL-2","x.x.x","1","2","4","30","57.8333333333333","36","64.5162814699719","2","261","1735","63.875","63.4033385030578","10","218","3.875","2.65518360947035","1","9","0.5","16","32","0.1875","0.125","0","0.125"
"110","reshape","Hadley Wickham <h.wickham@gmail.com>","MIT","x.x.x","2","0","0","13","113.692307692308","69","97.6809300865021","23","316","1478","12.044776119403","12.2578766709174","2","71","2.77611940298507","1.69509895592422","1","10","1","67","67","0.313432835820896","0.313432835820896","0","0"
"111","reshape2","Hadley Wickham <hadley@rice.edu>","MIT","x.x.x","0","3","1","9","77","47","80.806868519947","1","229","693","11.1666666666667","5.52871293039046","4","18","5.5","2.81069386451104","3","9","0.285714285714286","6","21","0.166666666666667","0.238095238095238","0","0"
"112","rgl","Daniel Adler <dadler@uni-goettingen.de>, Duncan Murdoch
<murdoch@stats.uwo.ca>","GPL","x.x.x","3","0","1","33","194.969696969697","113","271.209615063755","4","1463","6434","29.104347826087","72.0281833135954","0","633","4.36521739130435","3.78902022882324","0","24","0.561576354679803","115","203","0","0.00492610837438424","0.130434782608696","0.12807881773399"
"113","RgoogleMaps","""Markus Loecher, Berlin School of Economics and Law (BSEL)""
<markus.loecher@gmail.com>","GPL","x.x.x.x","5","0","4","22","56.3181818181818","48.5","35.411037240408","10","149","1239","45.3636363636364","33.413064816519","4","127","6.90909090909091","4.9656831008441","1","17","1","22","22","0","0","0.0454545454545455","0.0454545454545455"
"114","RGtk2","Michael Lawrence <michafla@gene.com> and Duncan Temple Lang
<duncan@wald.ucdavis.edu>","GPL","x.x.x","1","0","0","55","1649.74545454545","180","5734.18634228788","0","41154","90736","6.39155023286765","4.11954602295694","0","132","1.69893546240852","1.76913044545675","0","17","0.99699904515073","9018","7331","0.162120204036372","0.00122766334742873","0.805832778886671","0.991269949529396"
"115","rJava","Simon Urbanek <simon.urbanek@r-project.org>","GPL-2","x.x-x","2","0","0","23","111.826086956522","49","164.630620197822","4","725","2572","28.0588235294118","12.8231752514505","3","41","2.11764705882353","0.781213234429025","1","3","0.106666666666667","17","150","0","0.18","0.235294117647059","0.253333333333333"
"116","rjson","Alex Couture-Beil <rjson_pkg@mofo.ca>","GPL-2","x.x.x","1","0","0","2","224","224","311.126983722081","4","444","448","38","23.6431808350738","21","65","2.33333333333333","1.52752523165195","1","4","0.230769230769231","3","13","0","0.0769230769230769","1","0.230769230769231"
"117","RMySQL","David A. James and Saikat DebRoy","GPL-2","x.x-x","4","0","0","5","286.4","97","330.273825787028","19","793","1432","20.5180722891566","25.6455014101904","0","212","2.39759036144578","2.41912985281568","0","14","0.914285714285714","83","35","0.216867469879518","0","0.662650602409639","0.857142857142857"
"118","Rook","Jeffrey Horner <jeffrey.horner@gmail.com>","GPL-2","x.x-x","5","0","0","14","115.214285714286","39","177.507607018546","11","612","1613","0.65","2.05899822345978","0","8","0.05","0.223606797749979","0","1","0.666666666666667","20","3","0.1","0.666666666666667","0","0"
"119","roxygen2","Hadley Wickham <hadley@rice.edu>, Peter Danenberg
<pcd@roxygen.org>, Manuel Eugster
<Manuel.Eugster@stat.uni-muenchen.de>","GPL (>= 2)","x.x.x","1","3","1","18","103.5","61.5","123.380449399885","29","555","1863","9.1304347826087","10.4937398993447","2","41","2.30434782608696","1.6077873731169","0","6","0.188524590163934","23","122","0.347826086956522","0.69672131147541","0","0.040983606557377"
"120","rpart","Terry Therneau [aut], Beth Atkinson [aut], Brian Ripley [aut,
trl, cre] (author of R port)","GPL-2 | GPL-3","x.x-x","4","0","1","37","59.5675675675676","39","56.2101911185648","2","289","2204","53.6428571428571","67.6525139027563","3","252","4","3.50823207722812","1","13","0.333333333333333","14","42","0","0","0","0"
"121","RUnit","Matthias Burger <burgerm@users.sourceforge.net>, Klaus
Juenemann <k.junemann@gmx.net>, Thomas Koenig
<thomas.koenig@epigenomics.com>","GPL-2","x.x.x","3","0","0","10","316.3","329.5","173.185225184547","45","549","3163","62.5555555555556","83.4789316303449","4","334","3.05555555555556","1.95454890906022","0","6","0.339622641509434","18","53","0","0","0.833333333333333","0.773584905660377"
"122","RWeka","Kurt Hornik [aut, cre], Christian Buchta [ctb], Torsten Hothorn
[ctb], Alexandros Karatzoglou [ctb], David Meyer [ctb], Achim
Zeileis [ctb]","GPL-2","x.x-x","1","6","3","20","126.9","110.5","96.6523340856832","1","358","2538","29.0666666666667","21.89997924449","2","88","3.78","2.12170512867863","0","8","0.384615384615385","50","130","0.18","0.638461538461538","0","0.0461538461538462"
"123","scales","Hadley Wickham <h.wickham@gmail.com>","MIT","x.x.x","2","6","1","25","56.96","38","55.0230860639423","7","201","1424","7.21917808219178","5.00901014656607","0","28","1.65753424657534","1.43584255251627","0","6","0.739583333333333","73","96","0.73972602739726","0.739583333333333","0","0"
"124","sos","Spencer Graves, Sundar Dorai-Raj, and Romain Francois","GPL (>= 2)","x.x-x","1","0","3","16","71.3125","47.5","70.9241085010356","4","232","1141","34.8","45.1856487963032","4","183","3.26666666666667","1.98086080374405","1","9","0.681818181818182","15","22","0","0","0.6","0.545454545454545"
"125","spatial","Brian Ripley <ripley@stats.ox.ac.uk>","GPL-2 | GPL-3","x.x-x","4","0","1","3","248.666666666667","184","280.644496353186","6","556","746","19.88","12.3838604643302","5","52","3.68","2.03551795210294","0","8","0.735294117647059","25","34","0","0","0","0.0294117647058824"
"126","sqldf","G. Grothendieck <ggrothendieck@gmail.com>","GPL-2","other","7","2","7","2","318.5","318.5","409.414826307011","29","608","637","194.666666666667","292.310337369949","16","532","14.3333333333333","0.577350269189626","14","15","0.75","3","4","0","0","0","0"
"127","stargazer","Marek Hlavac <hlavac@fas.harvard.edu>","GPL (>= 2)","x.x.x","0","0","0","2","1943.5","1943.5","2725.89664147414","16","3871","3887","27",NA,"27","27","40",NA,"40","40","0.333333333333333","1","3","0","0","0","0"
"128","stringr","Hadley Wickham <h.wickham@gmail.com>","GPL-2","x.x.x","1","0","1","18","52.3888888888889","44.5","30.6289729982594","1","113","943","11.9230769230769","6.41824322956416","4","29","2.38461538461538","0.982931251997741","1","4","0.722222222222222","26","36","0.846153846153846","0.75","0","0"
"129","sudoku","David Brahm <brahm@alum.mit.edu> and Greg Snow
<Greg.Snow@intermountainmail.org>, with contributions from Curt
Seeliger <Seeliger.Curt@epamail.epa.gov> and Henrik Bengtsson
<hb@maths.lth.se>.","GPL","x.x","0","0","1","8","31.25","19","36.8306937214058","4","110","250","44.75","55.89722712264","5","164","2.875","2.10017006114131","1","7","1","8","8","0","0","1","1"
"130","survival","Terry Therneau","LGPL (>= 2)","x.x-x","5","0","0","119","118.512605042017","77","121.91354713632","2","629","14103","58.0166666666667","78.0576691780771","0","293","4.31666666666667","4.60100087367391","0","16","0.261111111111111","60","180","0","0","0.0666666666666667","0.1"
"131","taRifx","Ari B. Friedman","GPL (>= 2)","x.x.x","2","0","9","2","838.5","838.5","805.394623771478","269","1408","1677","19.72","39.0227772314727","4","281","3.12","2.54462218036712","1","16","0.980392156862745","50","51","0.1","0.0980392156862745","0.1","0.117647058823529"
"132","TeachingDemos","Greg Snow","Artistic-2.0","x.x","1","0","12","89","92.5505617977528","69","100.677817728809","1","676","8237","51.2230215827338","56.970503830894","0","428","3.94964028776978","3.4099677864244","0","18","0.917808219178082","139","146","0","0","0.179856115107914","0.184931506849315"
"133","testthat","Hadley Wickham <h.wickham@gmail.com>","GPL","x.x.x","2","3","0","19","72.9473684210526","59","98.9890418650303","5","468","1386","9.85714285714286","6.29584233141372","0","34","2.45238095238095","1.68497493579652","0","6","0.76","42","50","0.738095238095238","0.82","0","0"
"134","tm","Ingo Feinerer [aut, cre], Kurt Hornik [aut]","GPL (>= 2)","other","2","1","8","24","87.375","37.5","116.236196001373","6","455","2097","8.44117647058824","10.8423203915721","2","65","2.14705882352941","1.65545637764567","0","9","0.426778242677824","102","239","0.137254901960784","0.146443514644351","0.441176470588235","0.506276150627615"
"135","tmvtnorm","Stefan Wilhelm <wilhelm@financial.com> with contributions from
Manjunath B G <bgmanjunath@gmail.com>","GPL (>= 2)","x.x-x","6","1","1","16","179.75","104.5","182.723288061484","35","737","2876","46","26.6858264502588","10","112","7.9375","1.43614066163451","6","10","0.41025641025641","16","39","0","0.0256410256410256","0.0625","0.153846153846154"
"136","tree","Brian Ripley <ripley@stats.ox.ac.uk>.","GPL-2 | GPL-3","x.x-x","4","0","1","4","304.5","268","277.461709069918","39","643","1218","51.6666666666667","43.4560035256838","7","138","5.08333333333333","3.14666730867995","1","13","0.387096774193548","12","31","0","0","0","0"
"137","tuneR","Uwe Ligges <ligges@statistik.tu-dortmund.de> with contributions
from Sebastian Krey, Olaf Mersmann, Andrea Preusser, and Claus
Weihs, as well as code fragments and ideas from the former
package 'sound' by Matthias Heymann and functions from
'rastamat' by Daniel P. W. Ellis.  The included parts of the
libmad MPEG audio decoder library are authored by Underbit
Technologies.","GPL-2","x.x-x","2","1","1","49","48","34","39.1487547694687","1","169","2352","28.8867924528302","20.5095290961191","4","91","4.90566037735849","5.84170730754749","0","29","0.833333333333333","53","60","0","0","0.188679245283019","0.216666666666667"
"138","twitteR","Jeff Gentry <geoffjentry@gmail.com>","Artistic-2.0","x.x.x","4","0","1","14","79.5714285714286","55","67.9487525053475","5","204","1114","16.2352941176471","10.5025487102781","0","41","2.49019607843137","1.70144114232151","0","10","0.618421052631579","51","76","0","0","0.705882352941177","0.75"
"139","Unicode","Kurt Hornik [aut, cre]","GPL-2","x.x-x","1","0","0","6","156.5","115.5","151.757372143827","5","343","939","12.1428571428571","11.1860882988009","2","38","1.33333333333333","0.730296743340221","0","3","0.269230769230769","21","78","0.952380952380952","0.961538461538462","0","0"
"140","unknownR","Matthew Dowle","GPL","x.x","2","0","1","5","122.8","110","125.298443725371","8","333","614","220","224.859956417322","61","379","4.5","2.12132034355964","3","6","0.4","2","5","0","0","0","0"
"141","VGAM","Thomas W. Yee <t.yee@auckland.ac.nz>","GPL-2","x.x-x","5","3","1","86","849.337209302326","354","1468.20615326375","7","11213","73043","47.4178610804851","56.789303382265","0","306","4.81367144432194","4.21360019126681","0","44","0.768502581755594","907","1162","0.00771775082690187","0.00860585197934595","0.041896361631753","0.0438898450946644"
"142","whisker","Edwin de Jonge","GPL-3","x.x","0","0","0","7","57.2857142857143","31","54.8322115965737","17","156","401","8.66666666666667","2.08166599946613","7","11","2.66666666666667","1.52752523165195","1","4","0.15","3","20","0","0","0","0.6"
"143","wordcloud","Ian Fellows","LGPL-2.1 + file LICENSE","x.x","3","1","1","1","401","401",NA,"401","401","401","70.4","56.906062945876","13","133","8.4","3.04959013639538","4","12","0.833333333333333","5","6","0","0","0","0"
"144","wordnet","Ingo Feinerer [aut], Kurt Hornik [aut, cre]","MIT","x.x-x","0","1","0","7","26.8571428571429","19","27.5888176104533","8","88","188","6.69230769230769","3.6374124361652","2","17","1.23076923076923","1.01273936708367","0","3","0.722222222222222","13","18","0","0.111111111111111","0.923076923076923","0.666666666666667"
"145","XML","Duncan Temple Lang (duncan@r-project.org)","BSD","other","3","1","2","60","166.516666666667","74.5","264.076163362953","1","1678","9991","21.4104046242774","44.5137724488278","0","490","3.78034682080925","4.47061021483304","0","22","0.374064837905237","173","401","0","0.00498753117206983","0.820809248554913","0.905236907730673"
"146","xtable","David B. Dahl <dahl@stat.tamu.edu>","GPL (>= 2)","x.x-x","1","0","0","4","290.75","219","281.101849869402","40","685","1163","41.4615384615385","138.698483159583","2","503","4.76923076923077","8.59412440909336","2","33","0.282608695652174","13","46","0","0","0.0769230769230769","0.0217391304347826"
"147","zoo","Achim Zeileis [aut, cre], Gabor Grothendieck [aut], Jeffrey A.
Ryan [aut], Felix Andrews [ctb]","GPL-2","x.x-x","2","5","14","33","109.424242424242","81","96.500009813157","7","369","3611","15.3831775700935","39.097277051307","2","246","3.4018691588785","2.97746192119279","0","25","0.336477987421384","107","318","0.00934579439252336","0.00628930817610063","0.00934579439252336","0.0188679245283019"
